ProjID,market,leaseup_months,stabilized,Name,Submarket,Quantity,AreaPerUnit,occ_velocity,concession_burn_rate,rent_gap_vs_submarket,grade_score,delivery_era,delivery_season,log_quantity,season_enc,era_enc,market_enc,cluster,tsne_x,tsne_y
35835,"Austin-Round Rock, TX",24.0,True,South Shore District I,Riverside,250,916,0.048999999999999995,0.00140924464487035,821.5,1.0,Recovery,Summer,5.521460917862246,1,1,1,1,13.25953,-4.108022
42066,"Austin-Round Rock, TX",16.0,True,South Shore District II,Riverside,162,1035,0.05766666666666667,-0.0026028277634961433,1000.0,1.0,Expansion,Spring,5.087596335232384,0,2,1,1,12.365545,-2.1624827
50271,"Austin-Round Rock, TX",12.0,True,South Shore District III,Riverside,94,885,0.13466666666666668,0.0011105920754793167,736.0,1.0,Expansion,Summer,4.543294782270004,1,2,1,1,-8.926539,10.087095
71766,"Austin-Round Rock, TX",11.0,True,Southpark Crossing,Southeast Austin,308,801,0.06933333333333333,0.0037186486272648184,79.5,2.0,Expansion,Fall,5.730099782973574,2,2,1,0,-7.0672045,-0.37457705
76064,"Austin-Round Rock, TX",19.0,True,Springs at Lakeline,Northwest Austin,328,975,0.013999999999999999,0.0032951160061388475,180.0,8.0,Expansion,Summer,5.793013608384144,1,2,1,2,0.26368088,12.235706
76059,"Austin-Round Rock, TX",15.0,True,Springs at Round Rock,Round Rock/Georgetown,260,977,0.03333333333333333,0.005804311774461027,150.0,6.0,Expansion,Spring,5.560681631015528,0,2,1,2,0.36173445,11.2969475
10251497,"Austin-Round Rock, TX",15.0,True,Springs at Sunfield,San Marcos,256,965,0.044333333333333336,-0.0017880383476770534,234.0,3.0,Expansion,Summer,5.545177444479562,1,2,1,0,-2.8256142,2.6839921
10252391,"Austin-Round Rock, TX",,False,St Johns West,North Central Austin,297,739,0.08850000000000002,0.05649181765049685,346.0,,COVID,Summer,5.6937321388027,1,3,1,0,-0.780347,-9.152715
71887,"Austin-Round Rock, TX",8.0,True,Still Waters,Southeast Austin,512,919,0.03333333333333336,-0.0004015972986244499,-1.0,5.0,Expansion,Summer,6.238324625039508,1,2,1,2,0.87989974,10.285424
10255590,"Austin-Round Rock, TX",10.0,True,Stone Hill,Pflugerville/Wells Branch,300,905,0.14533333333333334,0.00015302218821728898,63.0,2.0,Expansion,Summer,5.703782474656201,1,2,1,0,3.01685,1.3461063
44692,"Austin-Round Rock, TX",18.0,True,Sur512,Far South Austin,352,895,0.05466666666666667,9.500655925285016e-05,322.0,1.0,Expansion,Spring,5.863631175598097,0,2,1,0,6.1109867,-5.942561
34863,"Austin-Round Rock, TX",17.0,True,Sync at Mueller,East Austin,300,922,0.04566666666666666,0.0,929.5,1.0,Recovery,Winter,5.703782474656201,3,1,1,1,15.507726,-5.731787
45203,"Austin-Round Rock, TX",9.0,True,Sync at Purgatory Creek,San Marcos,286,961,0.014333333333333345,0.0,385.0,1.0,Recovery,Winter,5.655991810819852,3,1,1,0,-9.593631,-11.186171
65660,"Austin-Round Rock, TX",13.0,True,Tacara at Steiner Ranch,Far West Austin,246,961,0.046000000000000006,0.0,351.0,1.0,Expansion,Spring,5.5053315359323625,0,2,1,0,5.844758,-7.002197
37334,"Austin-Round Rock, TX",6.0,True,Ten Oaks,North Central Austin,192,946,0.11266666666666668,0.0,318.0,1.0,Recovery,Winter,5.2574953720277815,3,1,1,0,-13.084978,6.5147157
90985,"Austin-Round Rock, TX",17.0,True,Terra,Southeast Austin,372,955,0.0,0.001505166381905459,273.0,2.0,Expansion,Spring,5.918893854273146,0,2,1,0,4.7775087,-9.318103
42567,"Austin-Round Rock, TX",19.0,True,The 704,South Austin,378,854,0.03766666666666667,0.005514705882352947,506.5,4.0,Recovery,Fall,5.934894195619588,2,1,1,2,-4.4180408,-4.538479
38382,"Austin-Round Rock, TX",22.0,True,The Addison at Kramer Station,North Central Austin,388,904,0.05333333333333332,-0.003579098067287041,554.0,1.0,Expansion,Spring,5.961005339623274,0,2,1,0,6.9594207,-6.4361014
10253994,"Austin-Round Rock, TX",,False,The Alden at Cedar Park,Cedar Park,349,902,0.037,0.002572156969862512,163.0,,COVID,Winter,5.855071922202427,3,3,1,0,-16.371181,-1.2509599
44404,"Austin-Round Rock, TX",13.0,True,The Allure,Cedar Park,334,962,0.039,0.0,435.0,1.0,Recovery,Winter,5.811140992976701,3,1,1,0,-9.18369,-10.771723
56174,"Austin-Round Rock, TX",24.0,True,The Arnold,East Austin,346,771,0.015666666666666666,-0.0006907792103840292,1047.5,1.0,Expansion,Summer,5.846438775057725,1,2,1,1,10.708191,-6.3447566
34006,"Austin-Round Rock, TX",9.0,True,The Asten at Ribelin Ranch,Far West Austin,350,979,0.05233333333333334,0.0019718032140392232,206.5,1.0,Recovery,Fall,5.857933154483459,2,1,1,0,-7.0159435,-10.249708
19869,"Austin-Round Rock, TX",10.0,True,The Beverly,Downtown/University,120,1047,0.06933333333333332,-0.004003370245546459,524.0,5.0,Pre-GFC,Summer,4.787491742782046,1,0,1,2,9.198323,10.954298
37790,"Austin-Round Rock, TX",24.0,True,The Bowie,Downtown/University,358,1010,0.05400000000000001,0.0034794971565399583,1386.5,1.0,Expansion,Spring,5.8805329864007,0,2,1,1,15.723172,-1.3968762
10253936,"Austin-Round Rock, TX",,False,The Braxton,Near North Austin,52,811,0.05766666666666668,0.001788650625859933,795.0,,Expansion,Winter,3.9512437185814275,3,2,1,1,-8.595826,8.660919
19839,"Austin-Round Rock, TX",11.0,True,The Bridge at Centeridge,North Central Austin,348,793,0.08033333333333333,0.016500262743037272,200.0,4.0,Pre-GFC,Summer,5.8522024797744745,1,0,1,2,7.114583,14.805779
10253094,"Austin-Round Rock, TX",,False,The Carroll at Rivery Ranch,Round Rock/Georgetown,360,921,0.02333333333333333,-0.00017871686756245567,88.5,,Expansion,Spring,5.886104031450156,0,2,1,0,4.3567758,-8.594496
42336,"Austin-Round Rock, TX",16.0,True,The Catherine,South Austin,300,897,0.03666666666666667,-0.004271844660194175,1140.0,1.0,Expansion,Winter,5.703782474656201,3,2,1,1,17.017653,-5.0038586
85403,"Austin-Round Rock, TX",,False,The Clark,Downtown/University,226,876,0.11966666666666666,-1.2755319676300052e-20,783.0,1.0,Expansion,Spring,5.420534999272286,0,2,1,1,9.998897,-1.7775748
10254371,"Austin-Round Rock, TX",,False,The Conley,Cedar Park,259,929,0.04999999999999999,0.0,-85.0,,COVID,Summer,5.556828061699537,1,3,1,0,0.13727203,-5.5803037
90771,"Austin-Round Rock, TX",,False,The Copeland,North Central Austin,328,748,0.10666666666666665,-0.005569205569205574,465.0,,Expansion,Summer,5.793013608384144,1,2,1,0,4.3880305,-1.7497383
65886,"Austin-Round Rock, TX",5.0,True,The Corner,Downtown/University,63,1330,0.0,0.007093096896770119,1268.0,2.0,Expansion,Spring,4.143134726391533,0,2,1,1,18.843725,1.7094493
20697,"Austin-Round Rock, TX",18.0,True,The Cove at Saddle Creek,Far South Austin,208,787,0.06566666666666666,0.0092282918369875,0.0,3.0,Pre-GFC,Fall,5.337538079701318,2,0,1,2,7.6553183,15.777894
35750,"Austin-Round Rock, TX",14.0,True,The Davis SoCo,South Austin,375,975,0.06433333333333334,0.006101173019459499,657.0,2.0,Pre-GFC,Summer,5.926926025970411,1,0,1,1,11.356544,6.6261663
92221,"Austin-Round Rock, TX",,False,The Elizabeth at Presidio,Cedar Park,373,1020,0.036,-0.001316268699143666,455.0,,Expansion,Winter,5.921578419643816,3,2,1,0,-15.211109,0.68198293
52348,"Austin-Round Rock, TX",17.0,True,The Emerson,Pflugerville/Wells Branch,384,941,0.018,-2.0408511482080083e-19,93.0,4.0,Expansion,Spring,5.950642552587727,0,2,1,2,1.6668762,9.798253
65404,"Austin-Round Rock, TX",12.0,True,The Fairways at Star Ranch,Round Rock/Georgetown,396,1034,0.11099999999999999,-0.00897533589461246,173.0,3.0,Recovery,Fall,5.981414211254481,2,1,1,2,-9.245054,5.76568
10252089,"Austin-Round Rock, TX",14.0,True,The Fitzroy San Marcos,San Marcos,176,875,0.08133333333333333,0.0,250.0,,Expansion,Summer,5.170483995038151,1,2,1,0,0.5164468,2.707282
10251563,"Austin-Round Rock, TX",,False,The Flats at Shadowglen,East Austin,248,844,0.106,0.004006410256410266,-2.0,,COVID,Spring,5.5134287461649825,0,3,1,0,0.91535914,-3.6514883
91019,"Austin-Round Rock, TX",,False,The Grand at the Domain,North Central Austin,180,928,0.02566666666666666,-0.006659112605914487,1186.0,,COVID,Winter,5.19295685089021,3,3,1,1,18.2126,-5.5249662
69751,"Austin-Round Rock, TX",5.0,True,The Green at Plum Creek,San Marcos,246,838,0.01366666666666668,0.0,343.5,1.0,Expansion,Winter,5.5053315359323625,3,2,1,0,-14.154012,-3.4117303
88636,"Austin-Round Rock, TX",8.0,True,The Guthrie,East Austin,322,735,0.058666666666666666,-0.0015122400790304382,443.0,2.0,Expansion,Winter,5.7745515455444085,3,2,1,0,-12.080176,-3.668839
88543,"Austin-Round Rock, TX",5.0,True,The Heights on Parmer,North Central Austin,282,841,-0.028666666666666656,0.0,-43.0,7.0,Expansion,Winter,5.641907070938114,3,2,1,2,-4.627211,10.678424
77756,"Austin-Round Rock, TX",11.0,True,The Highlands,Pflugerville/Wells Branch,292,857,0.071,0.007582139848357209,45.0,3.0,Expansion,Winter,5.676753802268282,3,2,1,0,-8.841108,1.0191425
42323,"Austin-Round Rock, TX",10.0,True,The Landing Double Creek,Far South Austin,293,831,0.1466666666666667,-0.0015519100332048899,66.5,2.0,Recovery,Spring,5.680172609017068,0,1,1,0,6.080569,1.6812934
42292,"Austin-Round Rock, TX",7.0,True,The M at Lakeline,Cedar Park,374,1163,0.11233333333333334,0.0,491.0,1.0,Expansion,Spring,5.924255797414532,0,2,1,1,7.989207,-4.9974084
10253142,"Austin-Round Rock, TX",,False,The Magnolia at Crestview,Near North Austin,226,893,0.016333333333333335,0.010297024363278399,405.0,,COVID,Spring,5.420534999272286,0,3,1,0,1.8818535,-8.1061945
19963,"Austin-Round Rock, TX",31.0,True,The Marquis at Brushy Creek,Cedar Park,360,977,0.03966666666666666,0.0030373754704156775,69.0,5.0,Pre-GFC,Fall,5.886104031450156,2,0,1,2,8.463631,13.292064
66282,"Austin-Round Rock, TX",21.0,True,The Michael at Presidio,Cedar Park,415,892,0.037,-0.00019021002776759992,152.0,1.0,Expansion,Fall,6.028278520230698,2,2,1,0,-7.8319635,-2.6794548
19152,"Austin-Round Rock, TX",14.0,True,The Monarch by Windsor,Downtown/University,305,1265,0.083,0.001276040121075436,1408.0,5.0,Pre-GFC,Spring,5.720311776607412,0,0,1,1,16.178806,5.0945425
42760,"Austin-Round Rock, TX",9.0,True,The Monterra Apartments,Northwest Austin,255,882,0.06033333333333334,0.0,88.5,3.0,Recovery,Fall,5.541263545158426,2,1,1,2,-6.2466116,-5.872825
10253992,"Austin-Round Rock, TX",11.0,True,The Park at Estancia,Southeast Austin,320,878,0.10066666666666667,-0.0005765324731640454,115.0,2.0,Expansion,Summer,5.768320995793772,1,2,1,0,0.91640157,-0.010608033
10253290,"Austin-Round Rock, TX",11.0,True,The Ridge at Headwaters,Southwest Austin,168,880,0.09499999999999999,0.0,-16.0,4.0,Expansion,Summer,5.123963979403259,1,2,1,2,-0.595214,5.3912873
82343,"Austin-Round Rock, TX",,False,The Saint Mary,Southwest Austin,240,1003,0.12066666666666666,0.000261816959916,-51.0,,Expansion,Summer,5.480638923341991,1,2,1,0,1.962143,1.4763364
56838,"Austin-Round Rock, TX",7.0,True,The Santal I,Southwest Austin,236,982,0.10866666666666668,0.01330494944119213,351.5,1.0,Expansion,Summer,5.4638318050256105,1,2,1,0,2.6848233,-0.58091605
82277,"Austin-Round Rock, TX",8.0,True,The Santal II,Southwest Austin,212,988,0.03933333333333334,-0.0033131633171238134,208.0,4.0,Expansion,Fall,5.356586274672012,2,2,1,2,-4.216227,7.3184514
10251501,"Austin-Round Rock, TX",9.0,True,The Sarah,Cedar Park,270,997,0.07433333333333335,-0.014476614699331888,-95.0,5.0,Expansion,Fall,5.598421958998375,2,2,1,2,-3.1205013,12.264652
34301,"Austin-Round Rock, TX",10.0,True,The Settlement,San Marcos,396,747,0.02366666666666667,-0.008078355812459881,43.0,3.0,Recovery,Fall,5.981414211254481,2,1,1,0,-4.9220734,-2.8726623
71772,"Austin-Round Rock, TX",5.0,True,The Standard at Domain North Side,North Central Austin,563,794,0.12333333333333335,-0.0166992824527071,486.0,1.0,Expansion,Summer,6.333279628139691,1,2,1,0,5.7098527,-1.3490592
66304,"Austin-Round Rock, TX",11.0,True,The Standard at Leander Station,Cedar Park,225,858,0.13199999999999998,0.007582205029013545,-65.0,4.0,Expansion,Spring,5.41610040220442,0,2,1,2,1.9777712,5.0266833
55211,"Austin-Round Rock, TX",14.0,True,The Summit at Rivery Park I,Round Rock/Georgetown,228,817,0.06,0.0,128.5,1.0,Expansion,Spring,5.429345628954441,0,2,1,0,3.766745,-5.1205096
71824,"Austin-Round Rock, TX",23.0,True,The View at Cedar Park,Cedar Park,166,911,0.015999999999999997,-0.0020949241019300735,56.0,2.0,Expansion,Summer,5.111987788356544,1,2,1,0,-3.6495416,3.622204
13268,"Austin-Round Rock, TX",19.0,True,The Villas of Cordoba,Southeast Austin,156,1102,0.0,0.0,-76.0,9.0,Pre-GFC,Spring,5.049856007249537,0,0,1,2,2.8694322,13.7240925
10262830,"Austin-Round Rock, TX",,False,The Vineyard,Pflugerville/Wells Branch,468,746,0.0715,9.44733112896029e-05,0.0,,COVID,Summer,6.148468295917647,1,3,1,0,-1.2269431,-3.5954354
10261718,"Austin-Round Rock, TX",,False,The Weaver,East Austin,250,746,0.004,-0.0003263307201319954,496.0,,COVID,Summer,5.521460917862246,1,3,1,0,-1.7145566,-6.1957235
54780,"Austin-Round Rock, TX",17.0,True,Thornton Flats,South Austin,104,868,0.08966666666666667,-0.0008973859457666232,131.5,6.0,Expansion,Winter,4.6443908991413725,3,2,1,2,-6.258448,8.843333
10253948,"Austin-Round Rock, TX",,False,Trailside Oaks,Cedar Park,105,1258,0.038,-0.001887959319090099,151.0,,Expansion,Fall,4.653960350157523,2,2,1,1,-4.2476764,5.4586024
91020,"Austin-Round Rock, TX",7.0,True,Travis at The Lake,Far West Austin,312,950,0.12200000000000001,0.0015527950310559144,312.0,1.0,Expansion,Spring,5.7430031878094825,0,2,1,0,6.9089994,-3.2463782
35623,"Austin-Round Rock, TX",15.0,True,Tree Apartments,South Austin,335,823,0.03766666666666667,-0.00020068779508590576,383.0,3.0,Recovery,Summer,5.814130531825066,1,1,1,2,-3.950506,-4.3574877
71817,"Austin-Round Rock, TX",7.0,True,Trillium Terrace,Far South Austin,168,819,0.10133333333333333,0.0,75.0,1.0,Expansion,Winter,5.123963979403259,3,2,1,0,-11.734523,5.3928704
35681,"Austin-Round Rock, TX",7.0,True,Two Rivers,Round Rock/Georgetown,179,984,0.05233333333333332,0.0,471.0,1.0,Recovery,Winter,5.187385805840755,3,1,1,1,-11.099587,-10.348924
71821,"Austin-Round Rock, TX",15.0,True,Urban North,Northwest Austin,179,768,0.03366666666666667,0.003088962490080453,167.5,1.0,Expansion,Spring,5.187385805840755,0,2,1,0,3.5254648,-5.7706475
10260384,"Austin-Round Rock, TX",,False,Urbana at Goodnight Ranch,Southeast Austin,150,961,0.171,0.017867341111201716,465.0,,COVID,Winter,5.0106352940962555,3,3,1,0,-10.904414,7.388465
23047,"Austin-Round Rock, TX",6.0,True,Villages At The Domain,North Central Austin,444,888,0.11799999999999998,0.006406529752501317,586.0,1.0,Recovery,Spring,6.095824562432225,0,1,1,1,10.173808,0.11642197
26336,"Austin-Round Rock, TX",8.0,True,Villages at Turtle Rock,Northwest Austin,356,866,0.023333333333333334,0.007055503292568127,121.5,4.0,Recovery,Winter,5.87493073085203,3,1,1,2,-5.388022,-4.4590096
91636,"Austin-Round Rock, TX",18.0,True,Villages of Georgetown,Round Rock/Georgetown,438,1075,0.011999999999999999,-0.0010485260264382484,451.5,1.0,Expansion,Spring,6.082218910376446,0,2,1,1,6.09912,-9.680772
52347,"Austin-Round Rock, TX",12.0,True,Villas at Spring Trails I,Pflugerville/Wells Branch,270,937,0.057999999999999996,0.0,107.5,4.0,Expansion,Spring,5.598421958998375,0,2,1,2,1.8234378,8.253587
30455,"Austin-Round Rock, TX",15.0,True,Villas at Tech Ridge,Pflugerville/Wells Branch,350,976,0.02533333333333332,0.013472485768500934,452.0,3.0,Recovery,Spring,5.857933154483459,0,1,1,2,6.8946342,9.1285305
34304,"Austin-Round Rock, TX",4.0,True,Vista at Plum Creek,San Marcos,264,883,0.05933333333333335,-0.00688775510204075,79.5,3.0,Recovery,Fall,5.575949103146316,2,1,1,2,-6.0815907,-6.1198926
53652,"Austin-Round Rock, TX",8.0,True,Waller Creekside on 51st,Near North Austin,139,799,0.09599999999999999,0.009113634202769927,371.5,2.0,Expansion,Spring,4.9344739331306915,0,2,1,0,4.7843485,3.116425
82292,"Austin-Round Rock, TX",14.0,True,Walnut Park,North Central Austin,277,978,0.07233333333333333,1.2390881971262907e-19,503.5,3.0,Expansion,Summer,5.6240175061873385,1,2,1,0,-1.9426069,3.108934
62303,"Austin-Round Rock, TX",14.0,True,Walnut Ridge Phase I & II,Southeast Austin,200,940,0.026666666666666655,0.002701789935832464,48.0,3.0,Recovery,Spring,5.298317366548036,0,1,1,2,6.340709,7.8054104
51952,"Austin-Round Rock, TX",11.0,True,Water Marq,South Austin,264,1021,0.05033333333333334,0.0021699819168173543,1467.0,1.0,Expansion,Fall,5.575949103146316,2,2,1,1,16.441525,-3.0222528
82396,"Austin-Round Rock, TX",5.0,True,Wells Junction,Pflugerville/Wells Branch,264,795,0.15033333333333335,-1.0408340855860842e-18,112.0,1.0,Expansion,Spring,5.575949103146316,0,2,1,0,4.691075,0.8704557
65698,"Austin-Round Rock, TX",10.0,True,West Koenig Flats,Near North Austin,210,931,0.06033333333333333,-0.007977461409282237,507.0,1.0,Expansion,Fall,5.3471075307174685,2,2,1,0,-7.3892426,4.193045
20173,"Austin-Round Rock, TX",17.0,True,West Lake Vistas,Far West Austin,334,1032,0.03266666666666666,0.0017200200435675877,530.0,1.0,Pre-GFC,Fall,5.811140992976701,2,0,1,1,-7.330388,-12.517055
36486,"Austin-Round Rock, TX",22.0,True,Westerly 360,Southwest Austin,189,991,0.010666666666666666,-0.002222449823013318,714.0,1.0,Expansion,Winter,5.241747015059643,3,2,1,1,19.075708,-4.520782
37782,"Austin-Round Rock, TX",10.0,True,Whitley Apartments,Downtown/University,268,886,0.09700000000000002,0.0,813.5,1.0,Recovery,Spring,5.5909869805108565,0,1,1,1,10.991408,-0.9390072
82341,"Austin-Round Rock, TX",10.0,True,Windsor Burnet,North Central Austin,352,893,0.07100000000000001,-0.0029727973050212297,578.0,1.0,Expansion,Winter,5.863631175598097,3,2,1,0,-12.782465,-2.3319101
82555,"Austin-Round Rock, TX",13.0,True,Windsor Lantana Hills,Southwest Austin,300,955,0.06666666666666667,-0.008416782610330992,-15.5,4.0,Expansion,Winter,5.703782474656201,3,2,1,2,-10.545442,2.8101122
90988,"Austin-Round Rock, TX",11.0,True,Windsor Oak Hill,Southwest Austin,370,943,0.08966666666666667,0.0023201124523638083,166.5,3.0,Expansion,Summer,5.91350300563827,1,2,1,0,0.09864373,0.7433234
19876,"Austin-Round Rock, TX",8.0,True,Windsor On The Lake,Downtown/University,187,1131,0.105,-0.001557647424533376,437.5,4.0,Recovery,Winter,5.231108616854587,3,1,1,2,-14.601069,6.5108256
71889,"Austin-Round Rock, TX",16.0,True,Windsor Republic Place,Northwest Austin,290,955,0.04499999999999999,0.0025536703601108063,215.0,1.0,Expansion,Winter,5.66988092298052,3,2,1,0,-13.539193,0.027234392
41311,"Austin-Round Rock, TX",18.0,True,Windsor South Lamar,South Austin,340,905,0.04933333333333333,0.005050196042977033,913.5,3.0,Expansion,Fall,5.8289456176102075,2,2,1,1,17.625692,-1.8835349
79577,"Austin-Round Rock, TX",8.0,True,Woodcreek Apartments,San Marcos,72,935,0.12966666666666668,0.0,227.0,3.0,Expansion,Spring,4.276666119016055,0,2,1,2,-8.43323,10.809171
10258733,"Akron, OH",,False,797 Residence & Suites,South Summit County,60,959,0.0,0.07193950541590033,274.0,,COVID,Summer,4.0943445622221,1,3,0,3,-10.829451,16.7608
87610,"Akron, OH",,False,Bowery District,South Summit County,92,897,0.06866666666666667,-0.006614203479159867,807.0,,COVID,Spring,4.5217885770490405,0,3,0,3,-9.441328,16.930027
47913,"Akron, OH",12.0,True,Colony Hills,South Summit County,40,1183,0.08333333333333333,0.0,385.0,5.0,Expansion,Fall,3.6888794541139363,2,2,0,3,-9.404364,16.295282
92308,"Akron, OH",,False,Copper Creek,Kent/Portage County,182,1012,0.05299999999999999,0.0,347.0,,Expansion,Spring,5.204006687076795,0,2,0,3,-9.492535,16.999155
51333,"Akron, OH",4.0,True,East End Residences,South Summit County,105,842,0.016000000000000014,0.0,525.0,1.0,Expansion,Winter,4.653960350157523,3,2,0,3,-9.695284,16.95388
